-240256|EC|1
-1720104|EX|100
-10759972|KS|1
-10480008|KS|1
-9120036|KS|1
-7680148|KS|1
879772|EX|100
-1560276|SK|3
1799708|KS|1
2919744|KS|1
799776|AC|1
-120208|EX|200
-800192|EX|200
-3160308|KS|1
-2840240|KS|1
-3360292|AC|1
-2480208|KS|1
-1880232|EX|200
1519708|KS|1
1959768|AC|1
-1840196|EV|0
-2200188|KS|1
-2200148|KS|1
-2400216|EX|100
39804|SK|51
-640244|HC|1
-2080116|SK|2
6639948|MS|1
5119584|EX|100
6199592|KS|1
5679620|KS|1
5879612|EX|100
1479880|KS|1
2999808|EX|200
4199828|HC|1
2959904|KS|1
6999916|EX|200
-1800156|EX|200
-560160|KS|1
6159900|EV|1
39756|SK|5
-440244|KS|1
5919860|AC|1
559716|EC|1
7839588|AC|1
-2240088|HC|1
799800|EX|200
3959588|EX|100
919904|KS|1
5200140|EX|200
5280272|EX|100
5400272|MS|1
5080304|EX|100
5280296|KS|1
7559600|AC|1
-520168|EX|100
4919628|AC|1
4639628|EX|200
5439640|SK|14
5639752|EX|100
0|SK|8
4039612|AC|1
3919620|AC|1
4479568|MS|1
3279644|AC|1
4759856|EX|200
4279888|EX|200
3639888|MS|1
3319936|AC|1
5799932|KS|1
4479700|AC|1
-160100|KS|1
4479832|AC|1
-2200180|EX|200
1839832|SK|4
599840|EX|200
3559792|EX|100
3519820|KS|1
7679852|EX|100
4079964|EX|100
1719996|EX|100
3199820|EC|1
5160380|AC|1
5280404|EC|1
5360432|EX|100
4999888|MS|1
1599920|EC|1
5239452|EC|1
6359836|KS|1
7599824|EX|200
6839792|KS|1
7639812|EX|100
7959788|KS|1
959960|EX|200
1759960|EV|3
-1560188|EX|100
-2480280|EX|100
5439808|AC|1
-1680144|EX|100
1719892|EC|1
2799624|MS|1
5479856|AC|1
5160336|EX|100
5040476|EX|100
5320488|HC|1
5280500|AC|1
5080496|AC|1
2719900|EV|5
2559796|AC|1
2079564|EX|200
5320328|MS|1
-3240164|EC|1
3359780|SK|50
639888|AC|1
7199904|EX|200
5320660|EX|100
5360732|AC|1
5320824|EX|100
5160864|EX|100
4|EX|100
4560564|EX|15
4680612|HC|1
5119556|EX|100
5039556|AC|1
8599904|EV|4
9119928|AC|1
4239724|EX|100
8839900|KS|1
2599880|EX|200
6399868|HC|1
3039696|HC|1
3919688|EV|2
2239640|EX|100
4319672|SK|0
719620|HC|1
3879572|EX|100
3359580|AC|1
4239776|AC|1
8719856|SK|12
-7080392|KS|1
-8440356|EX|100
-8600356|KS|1
-8960332|HC|1
-8880252|EX|100
-8720256|EX|100
-5119800|AC|1
-4359680|EX|100
-4839680|KS|1
-5039728|EX|200
-5159700|AC|1
-5959772|EX|100
1920384|EX|200
1480360|MS|1
2480400|KS|1
-8400128|KS|1
-8000148|EX|100
-6720044|AC|1
8|EX|100
1880164|EX|100
2520192|EX|200
1640132|KS|1
-1919808|EX|15
-319852|EX|200
120160|EC|1
1280164|EX|100
960128|EC|1
1040108|AC|1
20|EX|200
-9799980|EX|100
-10760004|EX|100
-10839996|EX|100
-10120040|HC|1
-11880100|EX|200
-5759844|EX|100
-2919980|EX|100
-3559936|KS|1
-4199936|HC|1
-4600020|EC|1
-5479948|EX|200
-5640092|EX|15
-5400108|EX|200
-3520100|EX|15
-4480156|KS|1
-5400236|EX|15
-4640260|KS|1
-6800032|KS|1
-8240012|MS|1
-6119704|EX|100
4599508|EX|15
3039472|EX|100
-5160280|KS|1
-4160084|EX|100
-4640192|AC|1
2479664|EC|1
3439744|EX|100
-6280316|EX|200
-6799732|EX|200
-6719712|AC|1
-6159656|EX|100
-6079640|EX|100
-6159628|EC|1
-3600092|EX|100
4559492|EX|100
-4159572|EC|1
-5159576|KS|1
-5959556|KS|1
-6279608|AC|1
-6119672|EX|200
-6959592|EC|1
16|EX|100
-5479592|HC|1
-4599584|AC|1
-6479528|EX|100
