-240256|EC|1
-1720104|EX|100
-10759972|KS|1
-10480008|KS|1
-9120036|KS|1
-7680148|KS|1
879772|AC|1
-120208|SK|3
1799708|EC|1
1959768|EC|1
2919744|EC|1
799776|EC|1
2999808|AC|1
4199828|KS|1
6999916|EX|15
6159900|EX|100
5119584|EX|200
6199592|EX|100
5679620|EX|100
5879612|EX|100
-1560276|SK|0
2599880|EX|100
5479856|EX|200
639888|KS|1
4999888|KS|1
1519708|SK|14
2959904|EX|100
959960|KS|1
1719996|EX|200
1719892|EX|200
-520168|EX|100
7559600|HC|1
-800192|KS|1
-640244|EX|15
-3160308|KS|1
-2840240|AC|1
7839588|EC|1
-3360292|EX|200
-2480208|EX|100
-1880232|HC|1
1759960|AC|1
-1560188|KS|1
-1840196|KS|1
-2200188|KS|1
-2200180|KS|1
2559796|EX|100
-2400216|EX|100
-1800156|KS|1
-2200148|SK|5
5119556|HC|1
5039556|KS|1
4919628|EX|100
4639628|EX|100
5439640|EX|100
5639752|EV|2
0|EC|1
3919620|AC|1
4479568|MS|1
3279644|EX|200
4239776|SK|8
4759856|AC|1
4279888|EX|100
3639888|EX|100
3319936|EX|100
5799932|EX|200
4479700|KS|1
5439808|EV|0
4479832|AC|1
-560160|EX|100
39804|KS|1
5400272|EX|100
5080304|HC|1
5280296|EC|1
5320328|EC|1
4079964|EX|100
3199820|EX|100
-2480280|EX|200
4039612|EX|200
-160100|EV|4
5160380|AC|1
5280404|SK|12
5360432|EX|100
1920384|KS|1
2480400|AC|1
5160336|KS|1
5040476|KS|1
5320488|EX|100
5080496|EX|100
5280272|KS|1
5200140|KS|1
5360732|KS|1
5320824|AC|1
5160864|EX|100
4|EX|100
4680612|SK|50
5280500|EX|200
1480360|EX|100
3439744|AC|1
3919688|EX|200
5320660|SK|2
-2240088|KS|1
7199904|KS|1
1479880|KS|1
599840|KS|1
3039696|AC|1
8599904|EC|1
8839900|AC|1
4560564|SK|4
4319672|EX|200
-8400128|EX|100
-8000148|AC|1
-6720044|KS|1
8|KS|1
-7080392|KS|1
-8440356|AC|1
-8600356|AC|1
-8960332|EX|200
-8880252|EX|100
-8720256|MS|1
7679852|AC|1
-2919980|EX|100
-4199936|AC|1
-4600020|AC|1
-5479948|AC|1
-5640092|MS|1
-5400108|MS|1
-3520100|EC|1
-4480156|HC|1
-5400236|EX|200
-4640260|EX|200
-6800032|EX|200
-8240012|SK|51
1599920|EX|200
2239640|KS|1
3359580|HC|1
719620|KS|1
-5759844|AC|1
3879572|EC|1
1880164|HC|1
2520192|EX|15
-1919808|EX|100
-319852|EX|100
120160|EX|100
1280164|AC|1
960128|EX|100
1040108|EX|100
20|KS|1
-9799980|EV|1
-10760004|EX|200
-10839996|AC|1
-10120040|AC|1
-11880100|AC|1
2799624|EX|100
6399868|EC|1
-4160084|AC|1
2079564|EX|100
9119928|EX|100
-2080116|HC|1
39756|EX|200
-440244|AC|1
-6280316|EV|5
3359780|HC|1
7599824|EX|100
6839792|EX|100
7639812|MS|1
7959788|EX|100
4239724|EX|200
799800|EX|100
559716|EX|200
919904|EX|200
-4640192|EX|200
6639948|EX|100
5239452|AC|1
3559792|EX|100
-3240164|EX|100
2479664|EC|1
3959588|EX|200
5919860|EX|15
-1680144|AC|1
3519820|KS|1
2719900|EV|3
8719856|EX|100
4559492|EX|100
4599508|KS|1
3039472|MS|1
-3600092|EX|200
-5160280|EX|200
-3559936|EX|100
1640132|EX|15
-5119800|EX|100
-4359680|EX|100
-4839680|AC|1
-5039728|KS|1
-5959772|EX|200
-6119704|MS|1
6359836|HC|1
-6799732|MS|1
-6719712|EC|1
-6119672|AC|1
-6159656|MS|1
-6159628|EX|100
-6279608|EX|100
1839832|AC|1
-4599584|KS|1
-4159572|KS|1
-5159576|KS|1
-5479592|EX|200
-5959556|EX|200
16|AC|1
-5159700|HC|1
-6079640|HC|1
-6479528|EX|15
-6959592|EX|100
