-240256|EC|1
-1720104|EX|100
-10759972|KS|1
-10480008|KS|1
-9120036|KS|1
-7680148|KS|1
-1560276|KS|1
799776|KS|1
-800192|SK|5
-640244|SK|0
-3160308|EC|1
879772|SK|14
-520168|EX|200
2559796|EX|100
-2840240|SK|12
-2480208|KS|1
-2400216|KS|1
-1880232|EX|200
1519708|EC|1
1799708|KS|1
1959768|KS|1
2919744|KS|1
-1560188|KS|1
-1840196|KS|1
-2200188|EX|200
-1800156|KS|1
-2200180|EX|200
-120208|EX|100
-560160|EV|1
39804|MS|1
-3360292|EX|100
-440244|EX|100
-160100|SK|50
3039696|HC|1
3919688|SK|51
39756|AC|1
-2080116|HC|1
-2240088|EX|100
799800|AC|1
1839832|AC|1
559716|EX|200
2999808|EX|100
4199828|EC|1
2959904|EX|200
6999916|EX|100
6159900|KS|1
919904|KS|1
1719996|HC|1
4999888|EX|100
5479856|EX|100
5119584|KS|1
6199592|EX|100
5679620|HC|1
5879612|HC|1
959960|EX|100
1759960|EX|100
-2480280|KS|1
5439808|AC|1
5919860|EX|100
-1680144|EX|100
-3240164|EX|200
-2200148|KS|1
7559600|EC|1
3439744|EC|1
3359780|SK|3
4239724|EX|200
6639948|EX|200
2719900|EX|200
3959588|EX|100
5119556|MS|1
5039556|AC|1
4639628|EX|100
5439640|EX|200
5639752|AC|1
0|EX|100
4039612|EX|100
3919620|AC|1
4479568|EX|100
3279644|EX|100
4239776|EX|100
4759856|AC|1
4279888|MS|1
3639888|EX|100
3319936|EX|200
5799932|SK|2
4479700|EX|15
2599880|EX|100
4479832|EX|100
639888|EX|200
7839588|AC|1
599840|KS|1
4919628|EV|0
5200140|EX|100
5280272|AC|1
5400272|KS|1
5080304|MS|1
5320328|EX|100
1479880|HC|1
5160380|EV|5
5280404|EX|200
5360432|EX|100
5160336|KS|1
5040476|EC|1
5320488|EX|100
5280500|EC|1
1719892|EX|100
5320660|EC|1
5360732|EV|4
5160864|EX|100
4|EX|200
4560564|EX|200
5080496|AC|1
5280296|KS|1
1920384|KS|1
2480400|SK|4
5320824|EX|200
4319672|AC|1
3559792|AC|1
-8400128|KS|1
-8000148|EX|100
-6720044|AC|1
8|AC|1
-4640192|KS|1
-9799980|EX|15
-10760004|SK|8
-10839996|EX|100
-10120040|KS|1
-3600092|EX|100
-5160280|EX|100
3199820|EX|100
-2919980|EX|200
-3559936|AC|1
-4199936|EX|100
-4600020|AC|1
-5640092|EX|100
-5400108|HC|1
-3520100|EX|200
-4480156|KS|1
-5400236|AC|1
-4640260|EX|100
-6800032|EC|1
-8240012|KS|1
1599920|HC|1
2239640|AC|1
719620|AC|1
2079564|EX|200
3879572|MS|1
1880164|EX|100
2520192|EC|1
1640132|EX|100
-1919808|EC|1
-319852|EV|2
120160|EX|200
1280164|AC|1
960128|AC|1
1040108|KS|1
20|EX|100
4559492|AC|1
4599508|AC|1
3039472|EX|100
3359580|EX|200
5239452|EX|100
2799624|EX|15
6399868|EX|15
2479664|EX|200
3519820|MS|1
4680612|AC|1
1480360|KS|1
6359836|MS|1
7599824|EX|100
6839792|AC|1
7639812|MS|1
-7080392|AC|1
-8440356|EX|200
-8600356|EX|100
-8880252|KS|1
-8720256|EX|200
7679852|HC|1
-5759844|HC|1
4079964|EX|15
7199904|EX|15
-4160084|EX|100
-5479948|EX|100
-11880100|AC|1
-6280316|AC|1
9119928|HC|1
8719856|EV|3
-8960332|EX|100
7959788|HC|1
-5119800|EX|100
-4359680|KS|1
-4839680|AC|1
-5039728|KS|1
-5159700|AC|1
-5959772|KS|1
8599904|MS|1
-6799732|EX|200
-6719712|KS|1
-6119672|EC|1
-6159656|EX|200
-6079640|AC|1
-6159628|KS|1
8839900|EX|200
-4599584|KS|1
-4159572|KS|1
-5159576|AC|1
-5479592|KS|1
-6119704|EX|100
-6479528|EX|200
16|EC|1
-5959556|EC|1
-6959592|EX|100
-6279608|EX|100
