-240256|EC|1
-1720104|EX|100
-10759972|KS|1
-10480008|KS|1
-9120036|KS|1
-7680148|KS|1
799776|KS|1
-120208|KS|1
-800192|EX|100
-2840240|SK|12
-1560276|KS|1
879772|AC|1
-3360292|EC|1
-2480208|EC|1
-1880232|KS|1
1519708|EX|100
1799708|EX|100
2919744|KS|1
-640244|EX|200
-3160308|SK|2
39804|KS|1
-1840196|KS|1
-2200188|EX|200
-2400216|KS|1
1959768|EX|15
-2080116|EX|200
6199592|KS|1
5679620|EX|100
5879612|EC|1
1479880|KS|1
599840|AC|1
2999808|EX|100
4199828|EV|1
2959904|EX|200
6999916|KS|1
6159900|HC|1
-560160|MS|1
5919860|EX|100
7839588|EX|100
1839832|EX|200
-1800156|SK|3
5119584|AC|1
-2200148|SK|14
-440244|SK|4
3559792|KS|1
1599920|EC|1
6399868|EC|1
-2240088|EX|100
39756|EX|100
639888|EC|1
4239724|SK|5
-1560188|KS|1
3199820|EX|100
3959588|EX|100
5119556|EX|200
5039556|HC|1
7559600|SK|50
-520168|AC|1
4919628|AC|1
4639628|EC|1
5439640|EX|100
5639752|EX|100
0|EX|100
4039612|EC|1
3919620|KS|1
4479568|EX|100
3279644|AC|1
4239776|EX|100
4759856|EX|200
3639888|KS|1
3319936|AC|1
5799932|EX|100
4479700|EX|100
-160100|EX|100
4479832|EX|100
-2200180|KS|1
3359780|EX|200
3439744|EX|100
3039696|AC|1
3919688|EX|200
719620|SK|0
3879572|AC|1
3359580|MS|1
4279888|AC|1
3519820|EV|0
-8400128|SK|8
-8000148|HC|1
-6720044|AC|1
-9799980|KS|1
-10760004|EX|100
-10839996|EX|100
-10120040|EX|100
-11880100|EX|100
1719996|MS|1
5200140|EX|200
5280272|EX|200
5400272|EX|15
5280296|EX|100
5320328|KS|1
4999888|EX|200
5479856|AC|1
-2919980|AC|1
-3559936|AC|1
-4199936|EX|100
-4600020|HC|1
-5479948|EX|100
-5640092|EV|4
-5400108|EC|1
-3520100|EX|100
-4480156|EX|100
-5400236|AC|1
-4640260|EX|100
-6800032|MS|1
-8240012|EX|100
-3600092|EX|200
-5160280|EX|15
959960|KS|1
1759960|EX|15
5439808|AC|1
1719892|KS|1
2599880|EX|100
2559796|AC|1
2239640|KS|1
4319672|EX|200
4079964|EX|15
7199904|AC|1
-2480280|AC|1
5160380|EX|100
5280404|KS|1
5360432|EX|100
1920384|EX|200
1480360|EX|200
2480400|MS|1
6359836|EX|100
7599824|HC|1
6839792|SK|51
7959788|AC|1
-5759844|AC|1
1880164|KS|1
2520192|EC|1
1640132|EV|2
-1919808|AC|1
120160|KS|1
1280164|EX|200
960128|EX|100
1040108|KS|1
20|KS|1
2799624|EX|100
7679852|EX|100
5160336|EX|100
5040476|HC|1
5320488|AC|1
5280500|AC|1
5080496|KS|1
-4160084|EX|200
2079564|EX|200
5080304|MS|1
8|KS|1
4560564|KS|1
4680612|EX|200
-7080392|EX|200
-8440356|EX|200
-8960332|EV|5
-8880252|HC|1
-8720256|EX|100
8839900|EX|200
799800|AC|1
559716|EX|200
919904|MS|1
8599904|MS|1
9119928|EC|1
-4640192|KS|1
6639948|KS|1
5239452|HC|1
-3240164|EX|100
2479664|MS|1
5320660|EC|1
5360732|HC|1
5320824|EX|200
5160864|AC|1
4|HC|1
-1680144|KS|1
2719900|EX|100
4559492|KS|1
4599508|EX|100
3039472|EX|100
7639812|EX|200
-319852|EX|100
-8600356|EV|3
-5119800|EX|100
-4359680|EC|1
-4839680|EX|100
-5039728|EX|100
-5159700|AC|1
8719856|HC|1
-6280316|EX|15
-6799732|EC|1
-6719712|AC|1
-6119672|EX|100
-6079640|EX|200
-6159628|AC|1
-6279608|KS|1
-6119704|EX|200
-4599584|HC|1
-5159576|AC|1
-5479592|EX|100
-5959556|KS|1
-5959772|KS|1
-6479528|AC|1
16|EX|200
-6159656|AC|1
-4159572|AC|1
-6959592|EX|100
