-240256|EC|1
-1720104|EX|100
-10759972|KS|1
-10480008|KS|1
-9120036|KS|1
-7680148|KS|1
879772|KS|1
-1560276|KS|1
-800192|AC|1
-640244|HC|1
-2840240|SK|0
799776|EC|1
2559796|SK|3
-120208|EX|100
-3360292|EX|100
-2480208|SK|4
1519708|AC|1
1799708|EX|100
1959768|EV|0
2919744|KS|1
-520168|EX|100
-3160308|KS|1
-2200148|KS|1
-2200188|AC|1
-2200180|KS|1
-2400216|KS|1
-1880232|KS|1
-2080116|SK|5
-560160|AC|1
39804|EX|200
-1840196|AC|1
-160100|KS|1
-2919980|EX|100
-3559936|AC|1
-4199936|AC|1
-4600020|EX|100
-5479948|EX|200
-5640092|HC|1
-5400108|EX|100
-3520100|EX|100
-4480156|AC|1
-6800032|KS|1
-8240012|HC|1
-1800156|SK|2
-2240088|EX|100
2999808|MS|1
4199828|EX|200
2959904|KS|1
6999916|SK|14
6159900|AC|1
5200140|EX|200
5280272|HC|1
5400272|KS|1
5080304|EX|100
5280296|EX|100
5320328|AC|1
1719996|AC|1
4999888|AC|1
5479856|MS|1
1599920|EX|200
5119584|EC|1
6199592|EX|200
5679620|EX|100
5879612|EX|200
4919628|KS|1
4639628|KS|1
5439640|SK|12
0|EV|3
4039612|EX|200
3919620|AC|1
4479568|EX|200
3279644|AC|1
959960|EX|15
1759960|EX|100
4759856|EX|100
4279888|EX|15
3639888|AC|1
3319936|KS|1
5799932|AC|1
5439808|EV|5
1719892|KS|1
2599880|KS|1
6399868|EX|100
4479832|EX|100
1479880|KS|1
599840|EX|15
-5400236|EX|200
-4640260|KS|1
-8000148|EC|1
-6720044|EX|200
8|EC|1
4079964|EC|1
7559600|KS|1
5160380|AC|1
5280404|EC|1
5360432|EX|100
-5119800|EX|100
-4359680|AC|1
-4839680|EX|100
-5039728|AC|1
-5959772|KS|1
7839588|HC|1
-1560188|EX|200
-9799980|EX|100
-10760004|KS|1
-10839996|AC|1
-10120040|EX|15
-11880100|EX|100
5160336|KS|1
5040476|EX|100
5320488|EX|100
5280500|EX|100
5080496|KS|1
4479700|AC|1
5639752|HC|1
639888|KS|1
5320660|EX|100
5320824|EX|100
5160864|EX|100
4|EX|200
5119556|HC|1
5039556|HC|1
4239776|EX|200
-6719712|AC|1
-6119672|EX|200
-6159656|AC|1
-6079640|KS|1
-6159628|EC|1
-6279608|HC|1
4560564|EX|15
4680612|EX|100
-8400128|KS|1
-4599584|EV|1
-4159572|KS|1
-5159576|KS|1
-5959556|MS|1
-5159700|KS|1
3559792|EX|15
3359780|EX|200
3519820|EX|100
1839832|SK|8
3959588|EX|100
3199820|SK|50
-3600092|EX|100
-5160280|AC|1
4239724|EX|100
-6959592|EC|1
39756|HC|1
-440244|EX|100
-5479592|AC|1
-2480280|EX|100
7199904|EX|100
3439744|EX|200
3039696|EX|100
3919688|EV|2
2239640|EX|200
3359580|HC|1
4319672|AC|1
719620|EX|200
6359836|AC|1
7599824|EX|100
7639812|EC|1
7959788|AC|1
-5759844|EX|100
3879572|KS|1
7679852|KS|1
-6479528|MS|1
16|AC|1
2799624|EX|100
-4160084|EC|1
2079564|EX|200
5360732|MS|1
5919860|EX|100
-7080392|KS|1
-8440356|KS|1
-8600356|AC|1
-8960332|KS|1
-8880252|EX|200
8599904|EX|100
9119928|EV|4
8839900|HC|1
-6119704|KS|1
-6280316|EC|1
1920384|SK|51
1480360|EX|100
2480400|EX|100
1880164|EC|1
2520192|EX|200
1640132|EX|100
-1919808|MS|1
-319852|MS|1
120160|MS|1
1280164|EC|1
1040108|EX|200
-8720256|EX|100
6839792|EX|100
-6799732|EX|200
799800|AC|1
919904|EX|200
6639948|EX|100
5239452|EX|100
-3240164|EX|100
2479664|EX|100
8719856|EX|100
2719900|MS|1
4559492|EX|100
4599508|EX|200
3039472|AC|1
-4640192|EX|200
960128|EC|1
20|EX|200
-1680144|AC|1
559716|EX|200
