-240256|EC|1
-1720104|EX|100
-10759972|KS|1
-10480008|KS|1
-9120036|KS|1
-7680148|KS|1
799776|EX|200
-120208|SK|0
-1560276|SK|3
1799708|EC|1
1959768|KS|1
2919744|SK|51
2559796|EX|100
799800|SK|4
2799624|KS|1
4559492|AC|1
4599508|EV|3
3039472|KS|1
879772|EC|1
-1680144|SK|50
39804|MS|1
-520168|EC|1
-3360292|AC|1
-2480208|EC|1
-2400216|KS|1
-1880232|EX|200
-800192|AC|1
-640244|EX|100
-3160308|AC|1
-2840240|HC|1
-1560188|EX|100
-2480280|EV|0
1519708|AC|1
639888|EX|200
2719900|AC|1
4319672|KS|1
-1840196|KS|1
-1800156|KS|1
2479664|EX|200
3439744|EC|1
3039696|EX|200
3919688|AC|1
4199828|AC|1
2959904|KS|1
6999916|KS|1
6159900|EX|15
919904|EX|200
2239640|MS|1
5479856|EX|200
1599920|KS|1
5119584|EX|100
6199592|EC|1
5679620|MS|1
5879612|EX|100
719620|HC|1
3879572|KS|1
-2200148|KS|1
4479700|EX|100
4999888|AC|1
3359580|EX|200
1719892|KS|1
2599880|EX|100
6639948|SK|8
6399868|EX|200
-2200180|AC|1
2079564|EX|200
-560160|KS|1
-2080116|KS|1
-2240088|AC|1
5200140|EX|100
5280272|EX|15
5400272|EX|100
5280296|KS|1
5320328|KS|1
7559600|KS|1
4239776|KS|1
7839588|HC|1
4759856|AC|1
4279888|EX|200
3639888|EX|200
3319936|EX|100
5799932|EX|15
7679852|EX|15
2999808|AC|1
-2200188|EX|200
5160380|EX|15
5360432|EX|200
8599904|EV|1
9119928|AC|1
5160336|EX|200
5040476|EX|100
5320488|EC|1
5280500|EX|200
5080496|MS|1
3199820|KS|1
5080304|KS|1
4560564|EX|15
4680612|AC|1
3359780|EX|100
559716|SK|2
5320660|EC|1
5360732|EX|100
5320824|EX|100
5160864|EX|100
4|AC|1
5239452|MS|1
6359836|AC|1
7599824|KS|1
6839792|KS|1
7639812|EX|200
7959788|EC|1
39756|KS|1
-440244|EX|100
1839832|EX|200
3519820|AC|1
3559792|KS|1
8719856|AC|1
-3240164|AC|1
8839900|AC|1
5280404|SK|12
3959588|SK|14
-3600092|AC|1
-5160280|MS|1
5119556|EX|100
5039556|KS|1
-2919980|KS|1
-3559936|EX|100
-4199936|EC|1
-4600020|HC|1
-5640092|EX|200
-5400108|EX|100
-3520100|HC|1
-4480156|EC|1
-5400236|EX|100
-4640260|EX|100
-6800032|KS|1
-8240012|KS|1
1479880|EV|2
599840|EX|200
-5759844|EX|200
4919628|KS|1
4639628|EX|100
5439640|EX|100
5639752|EX|100
0|HC|1
4039612|HC|1
3919620|HC|1
4479568|EX|100
3279644|EX|100
-4640192|EX|200
5919860|MS|1
4239724|EX|200
5439808|EC|1
-7080392|EX|100
-8440356|SK|5
-8600356|EX|100
-8960332|EX|100
-8880252|AC|1
-8720256|EX|100
-5119800|EX|100
-4359680|EC|1
-5039728|EX|100
-5159700|EX|200
-5959772|AC|1
-8400128|EX|100
-8000148|AC|1
-6720044|MS|1
8|HC|1
1719996|HC|1
959960|AC|1
1759960|EX|200
-9799980|EX|100
-10760004|EX|200
-10839996|EV|4
-10120040|AC|1
-11880100|EX|100
4079964|HC|1
-6119704|EX|100
7199904|EX|200
-5479948|EX|100
-6280316|EX|100
4479832|KS|1
-6799732|MS|1
-160100|EX|100
-6719712|EX|100
-6119672|EX|200
-6159656|EX|100
-6079640|EX|100
-6159628|EC|1
-6279608|EX|100
1880164|AC|1
2520192|KS|1
1640132|KS|1
-1919808|AC|1
120160|KS|1
1280164|AC|1
960128|EX|200
1040108|EX|100
20|EX|100
1920384|HC|1
1480360|EX|100
2480400|EX|100
-4839680|AC|1
-4599584|AC|1
-4159572|EX|100
-5479592|KS|1
-5959556|KS|1
-4160084|AC|1
-6959592|EX|100
16|EV|5
-5159576|EX|100
-319852|EX|100
-6479528|EX|100
