-240256|EC|1
-1720104|EX|100
-10759972|KS|1
-10480008|KS|1
-9120036|KS|1
-7680148|KS|1
879772|EC|1
-120208|SK|3
1519708|MS|1
1959768|EX|100
-1560276|SK|50
799776|SK|4
2919744|SK|51
1799708|EX|100
2079564|SK|0
2799624|KS|1
5119584|AC|1
6199592|EC|1
5679620|KS|1
5879612|EX|200
3879572|MS|1
4319672|KS|1
4559492|KS|1
4599508|EC|1
799800|EC|1
3439744|EX|100
3039696|MS|1
4479700|EX|100
2239640|AC|1
2559796|EX|100
2479664|EX|100
719620|KS|1
3359580|EX|200
639888|EX|100
2719900|EX|200
2999808|KS|1
4199828|HC|1
2959904|EX|200
6999916|AC|1
6159900|EX|200
5479856|AC|1
1599920|HC|1
4999888|KS|1
1719892|AC|1
2599880|AC|1
6639948|HC|1
3919688|EC|1
3039472|KS|1
-1840196|EX|100
-2200188|EX|100
-1800156|HC|1
-2480280|MS|1
-560160|AC|1
39804|EX|100
-520168|EV|2
-3360292|KS|1
-2480208|SK|12
-2400216|HC|1
-1880232|MS|1
7839588|KS|1
-2200148|KS|1
-1560188|EX|200
-1680144|KS|1
-800192|EV|1
-640244|KS|1
-3160308|EX|100
-2200180|KS|1
919904|EV|4
6399868|AC|1
-2080116|EX|100
3359780|SK|5
-2240088|KS|1
559716|EX|15
3199820|AC|1
5239452|EX|100
1839832|EX|15
5919860|EX|200
3519820|KS|1
39756|HC|1
-440244|SK|14
-3240164|EX|100
-2840240|KS|1
7559600|EX|100
-8400128|KS|1
-8000148|KS|1
-6720044|EC|1
8|EX|100
-4640192|EC|1
-9799980|EX|200
-10760004|EX|100
-10839996|EC|1
-10120040|EX|200
-11880100|AC|1
3959588|KS|1
-7080392|HC|1
-8440356|KS|1
-8600356|EX|200
-8960332|KS|1
-8880252|EX|100
-8720256|EX|200
-3600092|EX|100
-5160280|EX|100
1719996|EX|200
5119556|EX|100
5039556|EX|100
-2919980|AC|1
-3559936|EX|100
-4199936|EX|100
-4600020|AC|1
-5479948|EX|200
-5640092|KS|1
-5400108|HC|1
-3520100|EX|100
-4480156|EV|0
-5400236|EX|200
-6800032|KS|1
-8240012|HC|1
4479832|EV|3
1920384|AC|1
1480360|AC|1
2480400|EX|100
-160100|EV|5
4919628|EX|100
4639628|SK|2
5439640|EX|100
5639752|KS|1
0|KS|1
4039612|KS|1
3919620|AC|1
4479568|EX|100
3279644|EX|15
1880164|KS|1
2520192|EX|100
1640132|EC|1
-1919808|AC|1
-319852|EX|100
120160|EC|1
1280164|AC|1
960128|KS|1
1040108|AC|1
20|HC|1
4759856|AC|1
4279888|AC|1
3639888|EX|100
3319936|KS|1
5799932|KS|1
5439808|EX|200
959960|EX|100
1759960|EX|200
3559792|EX|100
4239724|EX|200
4079964|EX|200
5200140|AC|1
5280272|EX|200
5400272|EX|15
5080304|EX|100
5280296|KS|1
-6280316|AC|1
-5119800|EC|1
-4839680|AC|1
-5039728|EX|200
-5159700|EX|200
-5959772|MS|1
1479880|AC|1
599840|MS|1
-4640260|MS|1
4239776|EX|100
-6799732|AC|1
5160380|EX|200
5280404|EX|200
-6719712|AC|1
-6119672|KS|1
-6159656|EC|1
-6079640|AC|1
-6159628|EX|100
-6279608|EX|200
5160336|EX|15
5040476|EX|100
5320488|EX|100
5080496|EX|100
-4359680|SK|8
5320328|MS|1
4560564|EX|100
6359836|EX|100
7599824|EC|1
6839792|EC|1
7639812|EX|100
7959788|EX|100
7679852|EX|100
-4599584|EX|100
-4159572|EX|200
-5479592|KS|1
-5959556|HC|1
-5759844|EX|100
5320660|EX|100
5360732|AC|1
5320824|AC|1
5160864|EX|200
4|AC|1
-6119704|EX|100
7199904|KS|1
-4160084|EX|100
5280500|HC|1
5360432|KS|1
8839900|EX|100
-6959592|EX|15
8599904|EX|200
8719856|AC|1
-6479528|EX|200
-5159576|AC|1
4680612|EX|200
9119928|EX|100
16|AC|1
